time_ms,adc_output_mv,smoothed_mv,is_r_peak
232185,1847,1847.0,0
232203,1847,1846.667,0
232221,1846,1846.0,0
232239,1845,1845.667,0
232257,1846,1846.0,0
232275,1847,1846.667,0
232293,1847,1846.0,0
232311,1844,1845.333,0
232329,1845,1845.0,0
232347,1846,1845.667,0
232365,1846,1846.333,0
232383,1847,1846.333,0
232401,1846,1845.667,0
232419,1844,1845.333,0
232437,1846,1845.333,0
232455,1846,1845.333,0
232473,1844,1844.667,0
232491,1844,1845.667,0
232509,1849,1847.0,0
232527,1848,1846.667,0
232545,1843,1838.333,0
232563,1824,1830.667,0
232580,1825,1846.0,0
232597,1889,1868.0,0
232615,1890,1873.667,0
232633,1842,1857.333,0
232651,1840,1839.667,0
232669,1837,1838.333,0
232687,1838,1836.667,0
232705,1835,1834.667,0
232723,1831,1831.333,0
232740,1828,1829.0,0
232757,1828,1827.0,0
232774,1825,1826.0,0
232791,1825,1826.333,0
232808,1829,1829.333,0
232825,1834,1835.0,0
232843,1842,1839.0,0
232861,1841,1842.333,0
232879,1844,1843.333,0
232897,1845,1845.333,0
232915,1847,1846.0,0
232933,1846,1845.333,0
232951,1843,1844.333,0
232969,1844,1844.0,0
232987,1845,1844.667,0
233005,1845,1845.333,0
233023,1846,1845.0,0
233041,1844,1845.0,0
233059,1845,1845.333,0
233077,1847,1846.667,0
233095,1848,1847.0,0
233113,1846,1845.333,0
233131,1842,1844.0,0
233149,1844,1844.0,0
233167,1846,1845.333,0
233185,1846,1845.667,0
233203,1845,1845.0,0
233221,1844,1840.333,0
233239,1832,1834.333,0
233256,1827,1853.0,0
233273,1900,1897.333,0
233291,1965,1910.667,1
233309,1867,1892.0,0
233327,1844,1851.0,0
233345,1842,1842.0,0
233363,1840,1839.333,0
233381,1836,1837.333,0
233399,1836,1833.667,0
233417,1829,1830.667,0
233434,1827,1826.333,0
233451,1823,1824.667,0
233468,1824,1824.333,0
233485,1826,1825.0,0
233502,1825,1828.0,0
233519,1833,1831.667,0
233536,1837,1838.0,0
233554,1844,1841.667,0
233572,1844,1844.0,0
233590,1844,1844.667,0
233608,1846,1845.667,0
233626,1847,1846.333,0
233644,1846,1845.333,0
233662,1843,1844.0,0
233680,1843,1843.0,0
233698,1843,1843.333,0
233716,1844,1843.667,0
233734,1844,1843.667,0
233752,1843,1843.667,0
233770,1844,1843.5,0
